Dex No.,Name,Forme,Classification,Generation,Primary Type,Secondary Type,Ability 1,Ability 2,Hidden Ability,Gender,Male Gender Ratio,Female Gender Ratio,Catch Rate,Egg Group 1,Egg Group 2,Hatch Time Cycles,Height (In),Height (M),Weight (Lbs),Weight (Kg),Mega Stone 1,Mega Stone 2,EXP Yield (Gen I),EXP Yield (Gen II),EXP Yield (Gen III),EXP Yield (Gen IV),EXP Yield (Gen V+),Leveling Rate,EV Yield (HP),EV Yield (Attack),EV Yield (Defense),EV Yield (Sp.Atk),EV Yield (Sp.Def),EV Yield (Speed),Shape Img URL,Footprint Img Url,Base Friendship,Base HP,Base Attack,Base Defense,Base Special Attack,Base Special Defense,Base Speed,Base Stat Total,Color
566,Archen,,First Bird,5,Rock,Flying,Defeatist,,,,0.875,0.125,45,Flying,Water 3,30,20,0.5,20.9,9.5,,,,,,,71,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/3/34/F0566.png,70,||||55|55|55|55|55,||||112|112|112|112|112,||||45|45|45|45|45,||||74|74|74|74|74,||||45|45|45|45|45,||||70|70|70|70|70,||||401|401|401|401|401,Yellow
567,Archeops,,First Bird,5,Rock,Flying,Defeatist,,,,0.875,0.125,45,Flying,Water 3,30,55,1.4,70.5,32.0,,,,,,,177,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/a/ac/F0567.png,70,||||75|75|75|75|75,||||140|140|140|140|140,||||65|65|65|65|65,||||112|112|112|112|112,||||65|65|65|65|65,||||110|110|110|110|110,||||567|567|567|567|567,Yellow
568,Trubbish,,Trash Bag,5,Poison,,Stench,Sticky Hold,Aftermath,,0.5,0.5,190,Mineral,,20,24,0.6,68.3,31.0,,,,,,,66,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/1/1d/F0568.png,70,||||50|50|50|50|50,||||50|50|50|50|50,||||62|62|62|62|62,||||40|40|40|40|40,||||62|62|62|62|62,||||65|65|65|65|65,||||329|329|329|329|329,Green
569,Garbodor,,Trash Heap,5,Poison,,Stench,Weak Armor,Aftermath,,0.5,0.5,60,Mineral,,20,75,1.9,236.6,107.3,,,,,,,166,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/4/47/F0569.png,70,||||80|80|80|80|80,||||95|95|95|95|95,||||82|82|82|82|82,||||60|60|60|60|60,||||82|82|82|82|82,||||75|75|75|75|75,||||474|474|474|474|474,Green
569,Garbodor,Gigantamax Garbodor,Trash Heap,8,Poison,,Stench,Weak Armor,Aftermath,,0.5,0.5,60,Mineral,,20,827,21.0,236.6,107.3,,,,,,,166,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/4/47/F0569.png,70,|||||||80|80,|||||||95|95,|||||||82|82,|||||||60|60,|||||||82|82,|||||||75|75,|||||||474|474,Green
570,Zorua,,Tricky Fox,5,Dark,,Illusion,,,,0.875,0.125,75,Field,,25,28,0.7,27.6,12.5,,,,,,,66,Medium Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/5/53/F0570.png,70,||||40|40|40|40|40,||||65|65|65|65|65,||||40|40|40|40|40,||||80|80|80|80|80,||||40|40|40|40|40,||||65|65|65|65|65,||||330|330|330|330|330,Gray
570,Zorua,Hisuian Zorua,Spiteful Fox,8,Normal,Ghost,Illusion,,,,0.875,0.125,75,Field,,25,28,0.7,27.6,12.5,,,,,,,66,Medium Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/5/53/F0570.png,70,|||||||35|35,|||||||60|60,|||||||40|40,|||||||85|85,|||||||40|40,|||||||70|70,|||||||330|330,Gray
571,Zoroark,,Illusion Fox,5,Dark,,Illusion,,,,0.875,0.125,45,Field,,20,63,1.6,178.8,81.1,,,,,,,179,Medium Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/e/ea/F0571.png,70,||||60|60|60|60|60,||||105|105|105|105|105,||||60|60|60|60|60,||||120|120|120|120|120,||||60|60|60|60|60,||||105|105|105|105|105,||||510|510|510|510|510,Gray
571,Zoroark,Hisuian Zoroark,Baneful Fox,8,Normal,Ghost,Illusion,,,,0.875,0.125,45,Field,,20,63,1.6,160.9,73.0,,,,,,,179,Medium Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/e/ea/F0571.png,70,|||||||55|55,|||||||100|100,|||||||60|60,|||||||125|125,|||||||60|60,|||||||110|110,|||||||510|510,Gray
572,Minccino,,Chinchilla,5,Normal,,Cute Charm,Technician,Skill Link,,0.25,0.75,255,Field,,15,16,0.4,12.8,5.8,,,,,,,60,Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/7/7a/F0572.png,70,||||55|55|55|55|55,||||50|50|50|50|50,||||40|40|40|40|40,||||40|40|40|40|40,||||40|40|40|40|40,||||75|75|75|75|75,||||300|300|300|300|300,Gray
573,Cinccino,,Scarf,5,Normal,,Cute Charm,Technician,Skill Link,,0.25,0.75,60,Field,,15,20,0.5,16.5,7.5,,,,,,,165,Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/d/df/F0573.png,70,||||75|75|75|75|75,||||95|95|95|95|95,||||60|60|60|60|60,||||65|65|65|65|65,||||60|60|60|60|60,||||115|115|115|115|115,||||470|470|470|470|470,Gray
574,Gothita,,Fixation,5,Psychic,,Frisk,Competitive,Shadow Tag,,0.25,0.75,200,Human-Like,,20,16,0.4,12.8,5.8,,,,,,,58,Medium Slow,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/4/44/F0574.png,70,||||45|45|45|45|45,||||30|30|30|30|30,||||50|50|50|50|50,||||55|55|55|55|55,||||65|65|65|65|65,||||45|45|45|45|45,||||290|290|290|290|290,Purple
575,Gothorita,,Manipulate,5,Psychic,,Frisk,Competitive,Shadow Tag,,0.25,0.75,100,Human-Like,,20,28,0.7,39.7,18.0,,,,,,,137,Medium Slow,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/6/6f/F0575.png,70,||||60|60|60|60|60,||||45|45|45|45|45,||||70|70|70|70|70,||||75|75|75|75|75,||||85|85|85|85|85,||||55|55|55|55|55,||||390|390|390|390|390,Purple
576,Gothitelle,,Astral Body,5,Psychic,,Frisk,Competitive,Shadow Tag,,0.25,0.75,50,Human-Like,,20,59,1.5,97.0,44.0,,,,,,,221,Medium Slow,0,0,0,0,3,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/a/aa/F0576.png,70,||||70|70|70|70|70,||||55|55|55|55|55,||||95|95|95|95|95,||||95|95|95|95|95,||||110|110|110|110|110,||||65|65|65|65|65,||||490|490|490|490|490,Purple
577,Solosis,,Cell,5,Psychic,,Overcoat,Magic Guard,Regenerator,,0.5,0.5,200,Amorphous,,20,12,0.3,2.2,1.0,,,,,,,58,Medium Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/d/d2/F0577.png,70,||||45|45|45|45|45,||||30|30|30|30|30,||||40|40|40|40|40,||||105|105|105|105|105,||||50|50|50|50|50,||||20|20|20|20|20,||||290|290|290|290|290,Green
578,Duosion,,Mitosis,5,Psychic,,Overcoat,Magic Guard,Regenerator,,0.5,0.5,100,Amorphous,,20,24,0.6,17.6,8.0,,,,,,,130,Medium Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/4/4e/F0578.png,70,||||65|65|65|65|65,||||40|40|40|40|40,||||50|50|50|50|50,||||125|125|125|125|125,||||60|60|60|60|60,||||30|30|30|30|30,||||370|370|370|370|370,Green
579,Reuniclus,,Multiplying,5,Psychic,,Overcoat,Magic Guard,Regenerator,,0.5,0.5,50,Amorphous,,20,39,1.0,44.3,20.1,,,,,,,221,Medium Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/9/94/F0579.png,70,||||110|110|110|110|110,||||65|65|65|65|65,||||75|75|75|75|75,||||125|125|125|125|125,||||85|85|85|85|85,||||30|30|30|30|30,||||490|490|490|490|490,Green
580,Ducklett,,Water Bird,5,Water,Flying,Keen Eye,Big Pecks,Hydration,,0.5,0.5,190,Water 1,Flying,20,20,0.5,12.1,5.5,,,,,,,61,Medium Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/e/e3/F0580.png,70,||||62|62|62|62|62,||||44|44|44|44|44,||||50|50|50|50|50,||||44|44|44|44|44,||||50|50|50|50|50,||||55|55|55|55|55,||||305|305|305|305|305,Blue
581,Swanna,,White Bird,5,Water,Flying,Keen Eye,Big Pecks,Hydration,,0.5,0.5,45,Water 1,Flying,20,51,1.3,53.4,24.2,,,,,,,166,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/9/98/Body09.png,https://archives.bulbagarden.net/media/upload/1/1a/F0581.png,70,||||75|75|75|75|75,||||87|87|87|87|87,||||63|63|63|63|63,||||87|87|87|87|87,||||63|63|63|63|63,||||98|98|98|98|98,||||473|473|473|473|473,White
582,Vanillite,,Fresh Snow,5,Ice,,Ice Body,Snow Cloak,Weak Armor,,0.5,0.5,255,Mineral,,20,16,0.4,12.6,5.7,,,,,,,61,Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/c/c0/F0582.png,70,||||36|36|36|36|36,||||50|50|50|50|50,||||50|50|50|50|50,||||65|65|65|65|65,||||60|60|60|60|60,||||44|44|44|44|44,||||305|305|305|305|305,White
583,Vanillish,,Icy Snow,5,Ice,,Ice Body,Snow Cloak,Weak Armor,,0.5,0.5,120,Mineral,,20,43,1.1,90.4,41.0,,,,,,,138,Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/b/b0/F0583.png,70,||||51|51|51|51|51,||||65|65|65|65|65,||||65|65|65|65|65,||||80|80|80|80|80,||||75|75|75|75|75,||||59|59|59|59|59,||||395|395|395|395|395,White
584,Vanilluxe,,Snowstorm,5,Ice,,Ice Body,Snow Warning,Weak Armor,,0.5,0.5,45,Mineral,,20,51,1.3,126.8,57.5,,,,,,,241,Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/3/36/Body11.png,https://archives.bulbagarden.net/media/upload/1/16/F0584.png,70,||||71|71|71|71|71,||||95|95|95|95|95,||||85|85|85|85|85,||||110|110|110|110|110,||||95|95|95|95|95,||||79|79|79|79|79,||||535|535|535|535|535,White
585,Deerling,Spring Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,190,Field,,20,24,0.6,43.0,19.5,,,,,,,67,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/b/b8/F0585.png,70,||||60|60|60|60|60,||||60|60|60|60|60,||||50|50|50|50|50,||||40|40|40|40|40,||||50|50|50|50|50,||||75|75|75|75|75,||||335|335|335|335|335,Pink
585,Deerling,Summer Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,190,Field,,20,24,0.6,43.0,19.5,,,,,,,67,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/b/b8/F0585.png,70,||||60|60|60|60|60,||||60|60|60|60|60,||||50|50|50|50|50,||||40|40|40|40|40,||||50|50|50|50|50,||||75|75|75|75|75,||||335|335|335|335|335,Green
585,Deerling,Autumn Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,190,Field,,20,24,0.6,43.0,19.5,,,,,,,67,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/b/b8/F0585.png,70,||||60|60|60|60|60,||||60|60|60|60|60,||||50|50|50|50|50,||||40|40|40|40|40,||||50|50|50|50|50,||||75|75|75|75|75,||||335|335|335|335|335,Red
585,Deerling,Winter Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,190,Field,,20,24,0.6,43.0,19.5,,,,,,,67,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/b/b8/F0585.png,70,||||60|60|60|60|60,||||60|60|60|60|60,||||50|50|50|50|50,||||40|40|40|40|40,||||50|50|50|50|50,||||75|75|75|75|75,||||335|335|335|335|335,Brown
586,Sawsbuck,Spring Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,75,Field,,20,75,1.9,203.9,92.5,,,,,,,166,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/3/30/F0586.png,70,||||80|80|80|80|80,||||100|100|100|100|100,||||70|70|70|70|70,||||60|60|60|60|60,||||70|70|70|70|70,||||95|95|95|95|95,||||475|475|475|475|475,Brown
586,Sawsbuck,Summer Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,75,Field,,20,75,1.9,203.9,92.5,,,,,,,166,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/3/30/F0586.png,70,||||80|80|80|80|80,||||100|100|100|100|100,||||70|70|70|70|70,||||60|60|60|60|60,||||70|70|70|70|70,||||95|95|95|95|95,||||475|475|475|475|475,Brown
586,Sawsbuck,Autumn Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,75,Field,,20,75,1.9,203.9,92.5,,,,,,,166,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/3/30/F0586.png,70,||||80|80|80|80|80,||||100|100|100|100|100,||||70|70|70|70|70,||||60|60|60|60|60,||||70|70|70|70|70,||||95|95|95|95|95,||||475|475|475|475|475,Brown
586,Sawsbuck,Winter Form,Season,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,,0.5,0.5,75,Field,,20,75,1.9,203.9,92.5,,,,,,,166,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/3/30/F0586.png,70,||||80|80|80|80|80,||||100|100|100|100|100,||||70|70|70|70|70,||||60|60|60|60|60,||||70|70|70|70|70,||||95|95|95|95|95,||||475|475|475|475|475,Brown
587,Emolga,,Sky Squirrel,5,Electric,Flying,Static,,Motor Drive,,0.5,0.5,200,Field,,20,16,0.4,11.0,5.0,,,,,,,150,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/c/cc/Body08.png,https://archives.bulbagarden.net/media/upload/9/98/F0587.png,70,||||55|55|55|55|55,||||75|75|75|75|75,||||60|60|60|60|60,||||75|75|75|75|75,||||60|60|60|60|60,||||103|103|103|103|103,||||428|428|428|428|428,White
588,Karrablast,,Clamping,5,Bug,,Swarm,Shed Skin,No Guard,,0.5,0.5,200,Bug,,15,20,0.5,13.0,5.9,,,,,,,63,Medium Fast,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/3/34/F0588.png,70,||||50|50|50|50|50,||||75|75|75|75|75,||||45|45|45|45|45,||||40|40|40|40|40,||||45|45|45|45|45,||||60|60|60|60|60,||||315|315|315|315|315,Blue
589,Escavalier,,Cavalry,5,Bug,Steel,Swarm,Shell Armor,Overcoat,,0.5,0.5,75,Bug,,15,39,1.0,72.8,33.0,,,,,,,173,Medium Fast,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/a/aa/F0589.png,70,||||70|70|70|70|70,||||135|135|135|135|135,||||105|105|105|105|105,||||60|60|60|60|60,||||105|105|105|105|105,||||20|20|20|20|20,||||495|495|495|495|495,Gray
590,Foongus,,Mushroom,5,Grass,Poison,Effect Spore,,Regenerator,,0.5,0.5,190,Grass,,20,8,0.2,2.2,1.0,,,,,,,59,Medium Fast,1,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/2/23/F0590.png,70,||||69|69|69|69|69,||||55|55|55|55|55,||||45|45|45|45|45,||||55|55|55|55|55,||||55|55|55|55|55,||||15|15|15|15|15,||||294|294|294|294|294,White
591,Amoonguss,,Mushroom,5,Grass,Poison,Effect Spore,,Regenerator,,0.5,0.5,75,Grass,,20,24,0.6,23.1,10.5,,,,,,,162,Medium Fast,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/5/54/F0591.png,70,||||114|114|114|114|114,||||85|85|85|85|85,||||70|70|70|70|70,||||85|85|85|85|85,||||80|80|80|80|80,||||30|30|30|30|30,||||464|464|464|464|464,White
592,Frillish,,Floating,5,Water,Ghost,Water Absorb,Cursed Body,Damp,,0.5,0.5,190,Amorphous,,20,47,1.2,72.8,33.0,,,,,,,67,Medium Fast,0,0,0,0,1,0,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/0/06/F0592.png,70,||||55|55|55|55|55,||||40|40|40|40|40,||||50|50|50|50|50,||||65|65|65|65|65,||||85|85|85|85|85,||||40|40|40|40|40,||||335|335|335|335|335,White
593,Jellicent,,Floating,5,Water,Ghost,Water Absorb,Cursed Body,Damp,,0.5,0.5,60,Amorphous,,20,87,2.2,297.6,135.0,,,,,,,168,Medium Fast,0,0,0,0,2,0,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/3/38/F0593.png,70,||||100|100|100|100|100,||||60|60|60|60|60,||||70|70|70|70|70,||||85|85|85|85|85,||||105|105|105|105|105,||||60|60|60|60|60,||||480|480|480|480|480,White
594,Alomomola,,Caring,5,Water,,Healer,Hydration,Regenerator,,0.5,0.5,75,Water 1,Water 2,40,47,1.2,69.7,31.6,,,,,,,165,Fast,2,0,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/6/60/F0594.png,70,||||165|165|165|165|165,||||75|75|75|75|75,||||80|80|80|80|80,||||40|40|40|40|40,||||45|45|45|45|45,||||65|65|65|65|65,||||470|470|470|470|470,Pink
595,Joltik,,Attaching,5,Bug,Electric,Compound Eyes,Unnerve,Swarm,,0.5,0.5,190,Bug,,20,4,0.1,1.3,0.6,,,,,,,64,Medium Fast,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/5/59/F0595.png,70,||||50|50|50|50|50,||||47|47|47|47|47,||||50|50|50|50|50,||||57|57|57|57|57,||||50|50|50|50|50,||||65|65|65|65|65,||||319|319|319|319|319,Yellow
596,Galvantula,,EleSpider,5,Bug,Electric,Compound Eyes,Unnerve,Swarm,,0.5,0.5,75,Bug,,20,31,0.8,31.5,14.3,,,,,,,165,Medium Fast,0,0,0,0,0,2,https://archives.bulbagarden.net/media/upload/4/4b/Body14.png,https://archives.bulbagarden.net/media/upload/4/42/F0596.png,70,||||70|70|70|70|70,||||77|77|77|77|77,||||60|60|60|60|60,||||97|97|97|97|97,||||60|60|60|60|60,||||108|108|108|108|108,||||472|472|472|472|472,Yellow
597,Ferroseed,,Thorn Seed,5,Grass,Steel,Iron Barbs,,,,0.5,0.5,255,Grass,Mineral,20,24,0.6,41.4,18.8,,,,,,,61,Medium Fast,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/1/17/Body01.png,https://archives.bulbagarden.net/media/upload/6/61/F0597.png,70,||||44|44|44|44|44,||||50|50|50|50|50,||||91|91|91|91|91,||||24|24|24|24|24,||||86|86|86|86|86,||||10|10|10|10|10,||||305|305|305|305|305,Gray
598,Ferrothorn,,Thorn Pod,5,Grass,Steel,Iron Barbs,,Anticipation,,0.5,0.5,90,Grass,Mineral,20,39,1.0,242.5,110.0,,,,,,,171,Medium Fast,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/9/97/Body10.png,https://archives.bulbagarden.net/media/upload/e/e4/F0598.png,70,||||74|74|74|74|74,||||94|94|94|94|94,||||131|131|131|131|131,||||54|54|54|54|54,||||116|116|116|116|116,||||20|20|20|20|20,||||489|489|489|489|489,Gray
599,Klink,,Gear,5,Steel,,Plus,Minus,Clear Body,N,,,130,Mineral,,20,12,0.3,46.3,21.0,,,,,,,60,Medium Slow,0,0,1,0,0,0,https://archives.bulbagarden.net/media/upload/3/36/Body11.png,https://archives.bulbagarden.net/media/upload/f/fd/F0599.png,70,||||40|40|40|40|40,||||55|55|55|55|55,||||70|70|70|70|70,||||45|45|45|45|45,||||60|60|60|60|60,||||30|30|30|30|30,||||300|300|300|300|300,Gray
600,Klang,,Gear,5,Steel,,Plus,Minus,Clear Body,N,,,60,Mineral,,20,24,0.6,112.4,51.0,,,,,,,154,Medium Slow,0,0,2,0,0,0,https://archives.bulbagarden.net/media/upload/3/36/Body11.png,https://archives.bulbagarden.net/media/upload/3/35/F0600.png,70,||||60|60|60|60|60,||||80|80|80|80|80,||||95|95|95|95|95,||||70|70|70|70|70,||||85|85|85|85|85,||||50|50|50|50|50,||||440|440|440|440|440,Gray
601,Klinklang,,Gear,5,Steel,,Plus,Minus,Clear Body,N,,,30,Mineral,,20,24,0.6,178.6,81.0,,,,,,,234,Medium Slow,0,0,3,0,0,0,https://archives.bulbagarden.net/media/upload/3/36/Body11.png,https://archives.bulbagarden.net/media/upload/a/af/F0601.png,70,||||60|60|60|60|60,||||100|100|100|100|100,||||115|115|115|115|115,||||70|70|70|70|70,||||85|85|85|85|85,||||90|90|90|90|90,||||520|520|520|520|520,Gray
602,Tynamo,,EleFish,5,Electric,,Levitate,,,,0.5,0.5,190,Amorphous,,20,8,0.2,0.7,0.3,,,,,,,55,Slow,0,0,0,0,0,1,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/c/c3/F0602.png,70,||||35|35|35|35|35,||||55|55|55|55|55,||||40|40|40|40|40,||||45|45|45|45|45,||||40|40|40|40|40,||||60|60|60|60|60,||||275|275|275|275|275,White
603,Eelektrik,,EleFish,5,Electric,,Levitate,,,,0.5,0.5,60,Amorphous,,20,47,1.2,48.5,22.0,,,,,,,142,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/b/b5/F0603.png,70,||||65|65|65|65|65,||||85|85|85|85|85,||||70|70|70|70|70,||||75|75|75|75|75,||||70|70|70|70|70,||||40|40|40|40|40,||||405|405|405|405|405,Blue
604,Eelektross,,EleFish,5,Electric,,Levitate,,,,0.5,0.5,30,Amorphous,,20,83,2.1,177.5,80.5,,,,,,,232,Slow,0,3,0,0,0,0,https://archives.bulbagarden.net/media/upload/d/d3/Body03.png,https://archives.bulbagarden.net/media/upload/8/86/F0604.png,70,||||85|85|85|85|85,||||115|115|115|115|115,||||80|80|80|80|80,||||105|105|105|105|105,||||80|80|80|80|80,||||50|50|50|50|50,||||515|515|515|515|515,Blue
605,Elgyem,,Cerebral,5,Psychic,,Telepathy,Synchronize,Analytic,,0.5,0.5,255,Human-Like,,20,20,0.5,19.8,9.0,,,,,,,67,Medium Fast,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/2/25/F0605.png,70,||||55|55|55|55|55,||||55|55|55|55|55,||||55|55|55|55|55,||||85|85|85|85|85,||||55|55|55|55|55,||||30|30|30|30|30,||||335|335|335|335|335,Blue
606,Beheeyem,,Cerebral,5,Psychic,,Telepathy,Synchronize,Analytic,,0.5,0.5,90,Human-Like,,20,39,1.0,76.1,34.5,,,,,,,170,Medium Fast,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/4/45/Body12.png,https://archives.bulbagarden.net/media/upload/5/5f/F0606.png,70,||||75|75|75|75|75,||||75|75|75|75|75,||||75|75|75|75|75,||||125|125|125|125|125,||||95|95|95|95|95,||||40|40|40|40|40,||||485|485|485|485|485,Brown
607,Litwick,,Candle,5,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,,0.5,0.5,190,Amorphous,,20,12,0.3,6.8,3.1,,,,,,,55,Medium Slow,0,0,0,1,0,0,https://archives.bulbagarden.net/media/upload/d/da/Body05.png,https://archives.bulbagarden.net/media/upload/8/89/F0607.png,70,||||50|50|50|50|50,||||30|30|30|30|30,||||55|55|55|55|55,||||65|65|65|65|65,||||55|55|55|55|55,||||20|20|20|20|20,||||275|275|275|275|275,White
608,Lampent,,Lamp,5,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,,0.5,0.5,90,Amorphous,,20,24,0.6,28.7,13.0,,,,,,,130,Medium Slow,0,0,0,2,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/0/0c/F0608.png,70,||||60|60|60|60|60,||||40|40|40|40|40,||||60|60|60|60|60,||||95|95|95|95|95,||||60|60|60|60|60,||||55|55|55|55|55,||||370|370|370|370|370,Black
609,Chandelure,,Luring,5,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,,0.5,0.5,45,Amorphous,,20,39,1.0,75.6,34.3,,,,,,,234,Medium Slow,0,0,0,3,0,0,https://archives.bulbagarden.net/media/upload/2/2c/Body04.png,https://archives.bulbagarden.net/media/upload/9/92/F0609.png,70,||||60|60|60|60|60,||||55|55|55|55|55,||||90|90|90|90|90,||||145|145|145|145|145,||||90|90|90|90|90,||||80|80|80|80|80,||||520|520|520|520|520,Black
610,Axew,,Tusk,5,Dragon,,Rivalry,Mold Breaker,Unnerve,,0.5,0.5,75,Monster,Dragon,40,24,0.6,39.7,18.0,,,,,,,64,Slow,0,1,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/8/8a/F0610.png,35,||||46|46|46|46|46,||||87|87|87|87|87,||||60|60|60|60|60,||||30|30|30|30|30,||||40|40|40|40|40,||||57|57|57|57|57,||||320|320|320|320|320,Green
611,Fraxure,,Axe Jaw,5,Dragon,,Rivalry,Mold Breaker,Unnerve,,0.5,0.5,60,Monster,Dragon,40,39,1.0,79.4,36.0,,,,,,,144,Slow,0,2,0,0,0,0,https://archives.bulbagarden.net/media/upload/8/88/Body06.png,https://archives.bulbagarden.net/media/upload/e/e8/F0611.png,35,||||66|66|66|66|66,||||117|117|117|117|117,||||70|70|70|70|70,||||40|40|40|40|40,||||50|50|50|50|50,||||67|67|67|67|67,||||410|410|410|410|410,Green
